date,hour,min,sec,am.pm,unit,Temperature
10/1/2015,9,17,0,AM,C,13
10/1/2015,1,17,0,PM,C,13
10/1/2015,5,17,0,PM,C,14
10/1/2015,9,17,0,PM,C,13.5
10/2/2015,1,17,0,AM,C,12.5
10/2/2015,5,17,0,AM,C,12
10/2/2015,9,17,0,AM,C,11.5
10/2/2015,1,17,0,PM,C,12
10/2/2015,5,17,0,PM,C,12.5
10/2/2015,9,17,0,PM,C,12
10/3/2015,1,17,0,AM,C,11.5
10/3/2015,5,17,0,AM,C,10.5
10/3/2015,9,17,0,AM,C,10
10/3/2015,1,17,0,PM,C,10.5
10/3/2015,5,17,0,PM,C,12
10/3/2015,9,17,0,PM,C,11.5
10/4/2015,1,17,0,AM,C,11
10/4/2015,5,17,0,AM,C,10.5
10/4/2015,9,17,0,AM,C,10
10/4/2015,1,17,0,PM,C,10.5
10/4/2015,5,17,0,PM,C,12
10/4/2015,9,17,0,PM,C,11
10/5/2015,1,17,0,AM,C,10.5
10/5/2015,5,17,0,AM,C,10
10/5/2015,9,17,0,AM,C,9.5
10/5/2015,1,17,0,PM,C,10
10/5/2015,5,17,0,PM,C,12
10/5/2015,9,17,0,PM,C,11.5
10/6/2015,1,17,0,AM,C,11
10/6/2015,5,17,0,AM,C,11
10/6/2015,9,17,0,AM,C,10.5
10/6/2015,1,17,0,PM,C,11.5
10/6/2015,5,17,0,PM,C,12
10/6/2015,9,17,0,PM,C,12
10/7/2015,1,17,0,AM,C,11.5
10/7/2015,5,17,0,AM,C,11.5
10/7/2015,9,17,0,AM,C,11.5
10/7/2015,1,17,0,PM,C,12
10/7/2015,5,17,0,PM,C,13
10/7/2015,9,17,0,PM,C,12.5
10/8/2015,1,17,0,AM,C,12
10/8/2015,5,17,0,AM,C,11.5
10/8/2015,9,17,0,AM,C,10.5
10/8/2015,1,17,0,PM,C,11
10/8/2015,5,17,0,PM,C,12
10/8/2015,9,17,0,PM,C,11
10/9/2015,1,17,0,AM,C,10.5
10/9/2015,5,17,0,AM,C,10
10/9/2015,9,17,0,AM,C,10
10/9/2015,1,17,0,PM,C,10.5
10/9/2015,5,17,0,PM,C,11.5
10/9/2015,9,17,0,PM,C,11.5
10/10/2015,1,17,0,AM,C,11
10/10/2015,5,17,0,AM,C,10.5
10/10/2015,9,17,0,AM,C,10.5
10/10/2015,1,17,0,PM,C,10.5
10/10/2015,5,17,0,PM,C,11
10/10/2015,9,17,0,PM,C,10.5
10/11/2015,1,17,0,AM,C,10
10/11/2015,5,17,0,AM,C,9.5
10/11/2015,9,17,0,AM,C,9.5
10/11/2015,1,17,0,PM,C,10.5
10/11/2015,5,17,0,PM,C,11.5
10/11/2015,9,17,0,PM,C,11.5
10/12/2015,1,17,0,AM,C,11
10/12/2015,5,17,0,AM,C,11
10/12/2015,9,17,0,AM,C,10.5
10/12/2015,1,17,0,PM,C,11.5
10/12/2015,5,17,0,PM,C,13
10/12/2015,9,17,0,PM,C,12.5
10/13/2015,1,17,0,AM,C,12
10/13/2015,5,17,0,AM,C,11.5
10/13/2015,9,17,0,AM,C,11.5
10/13/2015,1,17,0,PM,C,12
10/13/2015,5,17,0,PM,C,13
10/13/2015,9,17,0,PM,C,13
10/14/2015,1,17,0,AM,C,12.5
10/14/2015,5,17,0,AM,C,12.5
10/14/2015,9,17,0,AM,C,12
10/14/2015,11,51,,AM,C,14
10/14/2015,3,51,,PM,C,12.5
10/14/2015,7,51,,PM,C,12
10/14/2015,11,51,,PM,C,11.5
10/15/2015,3,51,,AM,C,10.5
10/15/2015,7,51,,AM,C,9.5
10/15/2015,11,51,,AM,C,9.5
10/15/2015,3,51,,PM,C,11
10/15/2015,7,51,,PM,C,11
10/15/2015,11,51,,PM,C,10.5
10/16/2015,3,51,,AM,C,10.5
10/16/2015,7,51,,AM,C,10.5
10/16/2015,11,51,,AM,C,10.5
10/16/2015,3,51,,PM,C,11
10/16/2015,7,51,,PM,C,10.5
10/16/2015,11,51,,PM,C,10
10/17/2015,3,51,,AM,C,9.5
10/17/2015,7,51,,AM,C,9.5
10/17/2015,11,51,,AM,C,9.5
10/17/2015,3,51,,PM,C,9.5
10/17/2015,7,51,,PM,C,9
10/17/2015,11,51,,PM,C,8.5
10/18/2015,3,51,,AM,C,8
10/18/2015,7,51,,AM,C,7.5
10/18/2015,11,51,,AM,C,7.5
10/18/2015,3,51,,PM,C,7.5
10/18/2015,7,51,,PM,C,7.5
10/18/2015,11,51,,PM,C,7
10/19/2015,3,51,,AM,C,6.5
10/19/2015,7,51,,AM,C,6
10/19/2015,11,51,,AM,C,5.5
10/19/2015,3,51,,PM,C,6.5
10/19/2015,7,51,,PM,C,6.5
10/19/2015,11,51,,PM,C,7
10/20/2015,3,51,,AM,C,7
10/20/2015,7,51,,AM,C,7
10/20/2015,11,51,,AM,C,7.5
10/20/2015,3,51,,PM,C,9
10/20/2015,7,51,,PM,C,9.5
10/20/2015,11,51,,PM,C,9.5
10/21/2015,3,51,,AM,C,9.5
10/21/2015,7,51,,AM,C,9
10/21/2015,11,51,,AM,C,9
10/21/2015,3,51,,PM,C,9.5
10/21/2015,7,51,,PM,C,9.5
10/21/2015,11,51,,PM,C,9
10/22/2015,3,51,,AM,C,9
10/22/2015,7,51,,AM,C,9.5
10/22/2015,11,51,,AM,C,10
10/22/2015,3,51,,PM,C,11
10/22/2015,7,51,,PM,C,11
10/22/2015,11,51,,PM,C,10.5
10/23/2015,3,51,,AM,C,9.5
10/23/2015,7,51,,AM,C,9
10/23/2015,11,51,,AM,C,8.5
10/23/2015,3,51,,PM,C,8.5
10/23/2015,7,51,,PM,C,8.5
10/23/2015,11,51,,PM,C,7.5
10/24/2015,3,51,,AM,C,6.5
10/24/2015,7,51,,AM,C,6.5
10/24/2015,11,51,,AM,C,6.5
10/24/2015,3,51,,PM,C,7.5
10/24/2015,7,51,,PM,C,7.5
10/24/2015,11,51,,PM,C,7.5
10/25/2015,3,51,,AM,C,8
10/25/2015,7,51,,AM,C,8
10/25/2015,11,51,,AM,C,8.5
10/25/2015,3,51,,PM,C,9
10/25/2015,7,51,,PM,C,9
10/25/2015,11,51,,PM,C,8.5
10/26/2015,3,51,,AM,C,8.5
10/26/2015,7,51,,AM,C,8
10/26/2015,11,51,,AM,C,8
10/26/2015,3,51,,PM,C,8.5
10/26/2015,7,51,,PM,C,7.5
10/26/2015,11,51,,PM,C,7
10/27/2015,3,51,,AM,C,6.5
10/27/2015,7,51,,AM,C,6
10/27/2015,11,51,,AM,C,6
10/27/2015,3,51,,PM,C,7
10/27/2015,7,51,,PM,C,7
10/27/2015,11,51,,PM,C,6.5
10/28/2015,3,51,,AM,C,6
10/28/2015,7,51,,AM,C,5.5
10/28/2015,11,51,,AM,C,6
10/28/2015,3,51,,PM,C,6.5
10/28/2015,7,51,,PM,C,7
10/28/2015,11,51,,PM,C,7.5
10/29/2015,3,51,,AM,C,8.5
10/29/2015,7,51,,AM,C,9
10/29/2015,11,51,,AM,C,9.5
10/29/2015,3,51,,PM,C,10
10/29/2015,7,51,,PM,C,9.5
10/29/2015,11,51,,PM,C,9
10/30/2015,3,51,,AM,C,8.5
10/30/2015,7,51,,AM,C,8.5
10/30/2015,11,51,,AM,C,8.5
10/30/2015,3,51,,PM,C,8
10/30/2015,7,51,,PM,C,7.5
10/30/2015,11,51,,PM,C,7
10/31/2015,3,51,,AM,C,6.5
10/31/2015,7,51,,AM,C,6
10/31/2015,11,51,,AM,C,5.5
10/31/2015,3,51,,PM,C,6.5
10/31/2015,7,51,,PM,C,7
10/31/2015,11,51,,PM,C,6.5
11/1/2015,3,51,,AM,C,6.5
11/1/2015,7,51,,AM,C,6.5
11/1/2015,10,51,,AM,C,7
11/1/2015,2,51,,PM,C,7.5
11/1/2015,6,51,,PM,C,8
11/1/2015,10,51,,PM,C,8
11/2/2015,2,51,,AM,C,7.5
11/2/2015,6,51,,AM,C,8
11/2/2015,10,51,,AM,C,8
11/2/2015,2,51,,PM,C,8.5
11/2/2015,6,51,,PM,C,8.5
11/2/2015,10,51,,PM,C,8
11/3/2015,2,51,,AM,C,7.5
11/3/2015,6,51,,AM,C,7.5
11/3/2015,10,51,,AM,C,8
11/3/2015,2,51,,PM,C,9
11/3/2015,6,51,,PM,C,9
11/3/2015,10,51,,PM,C,8.5
11/4/2015,2,51,,AM,C,8
11/4/2015,6,51,,AM,C,7.5
11/4/2015,10,51,,AM,C,7.5
11/4/2015,2,51,,PM,C,8.5
11/4/2015,6,51,,PM,C,8.5
11/4/2015,10,51,,PM,C,8.5
11/5/2015,2,51,,AM,C,8.5
11/5/2015,6,51,,AM,C,8.5
11/5/2015,10,51,,AM,C,9
11/5/2015,2,51,,PM,C,10
11/5/2015,6,51,,PM,C,10.5
11/5/2015,10,51,,PM,C,10.5
11/6/2015,2,51,,AM,C,10.5
11/6/2015,6,51,,AM,C,11
11/6/2015,10,51,,AM,C,11
11/6/2015,2,51,,PM,C,12
11/6/2015,6,51,,PM,C,12
11/6/2015,10,51,,PM,C,11.5
11/7/2015,2,51,,AM,C,11
11/7/2015,6,51,,AM,C,10.5
11/7/2015,10,51,,AM,C,10
11/7/2015,2,51,,PM,C,10
11/7/2015,6,51,,PM,C,9.5
11/7/2015,10,51,,PM,C,9.5
11/8/2015,2,51,,AM,C,9
11/8/2015,6,51,,AM,C,8.5
11/8/2015,10,51,,AM,C,8.5
11/8/2015,2,51,,PM,C,8.5
11/8/2015,6,51,,PM,C,8
11/8/2015,10,51,,PM,C,7.5
11/9/2015,2,51,,AM,C,6.5
11/9/2015,6,51,,AM,C,6.5
11/9/2015,10,51,,AM,C,6.5
11/9/2015,2,51,,PM,C,7.5
11/9/2015,6,51,,PM,C,7
11/9/2015,10,51,,PM,C,7
11/10/2015,2,51,,AM,C,6.5
11/10/2015,6,51,,AM,C,6
11/10/2015,10,51,,AM,C,6
11/10/2015,2,51,,PM,C,7
11/10/2015,6,51,,PM,C,7
11/10/2015,10,51,,PM,C,7
11/11/2015,2,51,,AM,C,7
11/11/2015,6,51,,AM,C,7
11/11/2015,10,51,,AM,C,7.5
11/11/2015,2,51,,PM,C,8
11/11/2015,6,51,,PM,C,8
11/11/2015,10,51,,PM,C,7.5
11/12/2015,2,51,,AM,C,7.5
11/12/2015,6,51,,AM,C,7
11/12/2015,10,51,,AM,C,7.5
11/12/2015,2,51,,PM,C,8
11/12/2015,6,51,,PM,C,8.5
11/12/2015,10,51,,PM,C,8.5
11/13/2015,2,51,,AM,C,8.5
11/13/2015,6,51,,AM,C,8.5
11/13/2015,10,51,,AM,C,8.5
11/13/2015,2,51,,PM,C,8.5
11/13/2015,6,51,,PM,C,8.5
11/13/2015,10,51,,PM,C,8
11/14/2015,2,51,,AM,C,7.5
11/14/2015,6,51,,AM,C,7
11/14/2015,10,51,,AM,C,6.5
11/14/2015,2,51,,PM,C,6.5
11/14/2015,6,51,,PM,C,6.5
11/14/2015,10,51,,PM,C,6
11/15/2015,2,51,,AM,C,5.5
11/15/2015,6,51,,AM,C,5.5
11/15/2015,10,51,,AM,C,5.5
11/15/2015,2,51,,PM,C,6.5
11/15/2015,6,51,,PM,C,6.5
11/15/2015,10,51,,PM,C,6
11/16/2015,2,51,,AM,C,6
11/16/2015,6,51,,AM,C,6
11/16/2015,10,51,,AM,C,6
11/16/2015,2,51,,PM,C,6.5
11/16/2015,6,51,,PM,C,6
11/16/2015,10,51,,PM,C,5.5
11/17/2015,2,51,,AM,C,5
11/17/2015,6,51,,AM,C,4.5
11/17/2015,10,51,,AM,C,4.5
11/17/2015,2,51,,PM,C,5
11/17/2015,6,51,,PM,C,4.5
11/17/2015,10,51,,PM,C,4
11/18/2015,2,51,,AM,C,4
11/18/2015,6,51,,AM,C,3.5
11/18/2015,10,51,,AM,C,3.5
11/18/2015,2,51,,PM,C,4.5
11/18/2015,6,51,,PM,C,4.5
11/18/2015,10,51,,PM,C,5
11/19/2015,2,51,,AM,C,5.5
11/19/2015,6,51,,AM,C,6
11/19/2015,10,51,,AM,C,6.5
11/19/2015,2,51,,PM,C,7
11/19/2015,6,51,,PM,C,7.5
11/19/2015,10,51,,PM,C,8
11/20/2015,2,51,,AM,C,8
11/20/2015,6,51,,AM,C,7.5
11/20/2015,10,51,,AM,C,7.5
11/20/2015,2,51,,PM,C,7.5
11/20/2015,6,51,,PM,C,7
11/20/2015,10,51,,PM,C,6
11/21/2015,2,51,,AM,C,5.5
11/21/2015,6,51,,AM,C,5
11/21/2015,10,51,,AM,C,4.5
11/21/2015,2,51,,PM,C,5.5
11/21/2015,6,51,,PM,C,5
11/21/2015,10,51,,PM,C,5
11/22/2015,2,51,,AM,C,5
11/22/2015,6,51,,AM,C,5
11/22/2015,10,51,,AM,C,5.5
11/22/2015,2,51,,PM,C,6
11/22/2015,6,51,,PM,C,5.5
11/22/2015,10,51,,PM,C,5.5
11/23/2015,2,51,,AM,C,5
11/23/2015,6,51,,AM,C,4.5
11/23/2015,10,51,,AM,C,4
11/23/2015,2,51,,PM,C,4
11/23/2015,6,51,,PM,C,3.5
11/23/2015,10,51,,PM,C,3.5
11/24/2015,2,51,,AM,C,3
11/24/2015,6,51,,AM,C,3
11/24/2015,10,51,,AM,C,3
11/24/2015,2,51,,PM,C,3
11/24/2015,6,51,,PM,C,3
11/24/2015,10,51,,PM,C,3
11/25/2015,2,51,,AM,C,3
11/25/2015,6,51,,AM,C,3
11/25/2015,10,51,,AM,C,3
11/25/2015,2,51,,PM,C,3
11/25/2015,6,51,,PM,C,3
11/25/2015,10,51,,PM,C,3
11/26/2015,2,51,,AM,C,3
11/26/2015,6,51,,AM,C,3
11/26/2015,10,51,,AM,C,3.5
11/26/2015,2,51,,PM,C,4.5
11/26/2015,6,51,,PM,C,4.5
11/26/2015,10,51,,PM,C,5
11/27/2015,2,51,,AM,C,5
11/27/2015,6,51,,AM,C,5.5
11/27/2015,10,51,,AM,C,6
11/27/2015,2,51,,PM,C,7
11/27/2015,6,51,,PM,C,7
11/27/2015,10,51,,PM,C,7.5
11/28/2015,2,51,,AM,C,6.5
11/28/2015,6,51,,AM,C,6
11/28/2015,10,51,,AM,C,5.5
11/28/2015,2,51,,PM,C,5
11/28/2015,6,51,,PM,C,5
11/28/2015,10,51,,PM,C,4.5
11/29/2015,2,51,,AM,C,4
11/29/2015,6,51,,AM,C,3.5
11/29/2015,10,51,,AM,C,3.5
11/29/2015,2,51,,PM,C,3.5
11/29/2015,6,51,,PM,C,3.5
11/29/2015,10,51,,PM,C,3.5
11/30/2015,2,51,,AM,C,3.5
11/30/2015,6,51,,AM,C,3
11/30/2015,10,51,,AM,C,3
11/30/2015,2,51,,PM,C,2.5
11/30/2015,6,51,,PM,C,2.5
11/30/2015,10,51,,PM,C,2.5
12/1/2015,2,51,,AM,C,2.5
12/1/2015,6,51,,AM,C,2
12/1/2015,10,51,,AM,C,2
12/1/2015,2,51,,PM,C,2
12/1/2015,6,51,,PM,C,2
12/1/2015,10,51,,PM,C,2
12/2/2015,2,51,,AM,C,2
12/2/2015,6,51,,AM,C,2.5
12/2/2015,10,51,,AM,C,3
12/2/2015,2,51,,PM,C,3.5
12/2/2015,6,51,,PM,C,4
12/2/2015,10,51,,PM,C,4
12/3/2015,2,51,,AM,C,4
12/3/2015,6,51,,AM,C,4
12/3/2015,10,51,,AM,C,4
12/3/2015,2,51,,PM,C,4
12/3/2015,6,51,,PM,C,4
12/3/2015,10,51,,PM,C,4
12/4/2015,2,51,,AM,C,3.5
12/4/2015,6,51,,AM,C,3.5
12/4/2015,10,51,,AM,C,3
12/4/2015,2,51,,PM,C,3.5
12/4/2015,6,51,,PM,C,3.5
12/4/2015,10,51,,PM,C,3.5
12/5/2015,2,51,,AM,C,3.5
12/5/2015,6,51,,AM,C,3.5
12/5/2015,10,51,,AM,C,4
12/5/2015,2,51,,PM,C,4.5
12/5/2015,6,51,,PM,C,4
12/5/2015,10,51,,PM,C,3.5
12/6/2015,2,51,,AM,C,3
12/6/2015,6,51,,AM,C,3
12/6/2015,10,51,,AM,C,3
12/6/2015,2,51,,PM,C,3
12/6/2015,6,51,,PM,C,3
12/6/2015,10,51,,PM,C,3
12/7/2015,2,51,,AM,C,3
12/7/2015,6,51,,AM,C,2.5
12/7/2015,10,51,,AM,C,2.5
12/7/2015,2,51,,PM,C,2.5
12/7/2015,6,51,,PM,C,3
12/7/2015,10,51,,PM,C,3
12/8/2015,2,51,,AM,C,2.5
12/8/2015,6,51,,AM,C,2.5
12/8/2015,10,51,,AM,C,2.5
12/8/2015,2,51,,PM,C,2.5
12/8/2015,6,51,,PM,C,2.5
12/8/2015,10,51,,PM,C,2.5
12/9/2015,2,51,,AM,C,2.5
12/9/2015,6,51,,AM,C,2.5
12/9/2015,10,51,,AM,C,2.5
12/9/2015,2,51,,PM,C,3
12/9/2015,6,51,,PM,C,3
12/9/2015,10,51,,PM,C,3
12/10/2015,2,51,,AM,C,3.5
12/10/2015,6,51,,AM,C,4
12/10/2015,10,51,,AM,C,4.5
12/10/2015,2,51,,PM,C,5
12/10/2015,6,51,,PM,C,4.5
12/10/2015,10,51,,PM,C,4.5
12/11/2015,2,51,,AM,C,4.5
12/11/2015,6,51,,AM,C,4.5
12/11/2015,10,51,,AM,C,5
12/11/2015,2,51,,PM,C,5.5
12/11/2015,6,51,,PM,C,5.5
12/11/2015,10,51,,PM,C,5.5
12/12/2015,2,51,,AM,C,5.5
12/12/2015,6,51,,AM,C,5.5
12/12/2015,10,51,,AM,C,5.5
12/12/2015,2,51,,PM,C,6
12/12/2015,6,51,,PM,C,5.5
12/12/2015,10,51,,PM,C,5
12/13/2015,2,51,,AM,C,5
12/13/2015,6,51,,AM,C,5
12/13/2015,10,51,,AM,C,4.5
12/13/2015,2,51,,PM,C,5
12/13/2015,6,51,,PM,C,5
12/13/2015,10,51,,PM,C,4.5
12/14/2015,2,51,,AM,C,5
12/14/2015,6,51,,AM,C,5.5
12/14/2015,10,51,,AM,C,6
12/14/2015,2,51,,PM,C,6.5
12/14/2015,6,51,,PM,C,7
12/14/2015,10,51,,PM,C,7
12/15/2015,2,51,,AM,C,7
12/15/2015,6,51,,AM,C,7
12/15/2015,10,51,,AM,C,7
12/15/2015,2,51,,PM,C,7
12/15/2015,6,51,,PM,C,7
12/15/2015,10,51,,PM,C,6.5
12/16/2015,2,51,,AM,C,6
12/16/2015,6,51,,AM,C,5.5
12/16/2015,10,51,,AM,C,5.5
12/16/2015,2,51,,PM,C,5.5
12/16/2015,6,51,,PM,C,5
12/16/2015,10,51,,PM,C,5
12/17/2015,2,51,,AM,C,5
12/17/2015,6,51,,AM,C,5
12/17/2015,10,51,,AM,C,5.5
12/17/2015,2,51,,PM,C,5.5
12/17/2015,6,51,,PM,C,6
12/17/2015,10,51,,PM,C,6
12/18/2015,2,51,,AM,C,6
12/18/2015,6,51,,AM,C,6
12/18/2015,10,51,,AM,C,5.5
12/18/2015,2,51,,PM,C,5.5
12/18/2015,6,51,,PM,C,5
12/18/2015,10,51,,PM,C,5
12/19/2015,2,51,,AM,C,4.5
12/19/2015,6,51,,AM,C,4
12/19/2015,10,51,,AM,C,4
12/19/2015,2,51,,PM,C,4
12/19/2015,6,51,,PM,C,3.5
12/19/2015,10,51,,PM,C,3.5
12/20/2015,2,51,,AM,C,3.5
12/20/2015,6,51,,AM,C,3.5
12/20/2015,10,51,,AM,C,3.5
12/20/2015,2,51,,PM,C,3
12/20/2015,6,51,,PM,C,3
12/20/2015,10,51,,PM,C,3
12/21/2015,2,51,,AM,C,3
12/21/2015,6,51,,AM,C,3
12/21/2015,10,51,,AM,C,3
12/21/2015,2,51,,PM,C,3
12/21/2015,6,51,,PM,C,3
12/21/2015,10,51,,PM,C,3.5
12/22/2015,2,51,,AM,C,4
12/22/2015,6,51,,AM,C,4
12/22/2015,10,51,,AM,C,4.5
12/22/2015,2,51,,PM,C,5
12/22/2015,6,51,,PM,C,5.5
12/22/2015,10,51,,PM,C,5.5
12/23/2015,2,51,,AM,C,5.5
12/23/2015,6,51,,AM,C,5
12/23/2015,10,51,,AM,C,5
12/23/2015,2,51,,PM,C,6
12/23/2015,6,51,,PM,C,6.5
12/23/2015,10,51,,PM,C,7
12/24/2015,2,51,,AM,C,7
12/24/2015,6,51,,AM,C,7
12/24/2015,10,51,,AM,C,8
12/24/2015,2,51,,PM,C,9
12/24/2015,6,51,,PM,C,8.5
12/24/2015,10,51,,PM,C,7.5
12/25/2015,2,51,,AM,C,6.5
12/25/2015,6,51,,AM,C,5.5
12/25/2015,10,51,,AM,C,5.5
12/25/2015,2,51,,PM,C,6
12/25/2015,6,51,,PM,C,6.5
12/25/2015,10,51,,PM,C,6
12/26/2015,2,51,,AM,C,5.5
12/26/2015,6,51,,AM,C,4.5
12/26/2015,10,51,,AM,C,4.5
12/26/2015,2,51,,PM,C,5
12/26/2015,6,51,,PM,C,4.5
12/26/2015,10,51,,PM,C,4.5
12/27/2015,2,51,,AM,C,4.5
12/27/2015,6,51,,AM,C,4.5
12/27/2015,10,51,,AM,C,4.5
12/27/2015,2,51,,PM,C,5
12/27/2015,6,51,,PM,C,4.5
12/27/2015,10,51,,PM,C,4
12/28/2015,2,51,,AM,C,4
12/28/2015,6,51,,AM,C,3.5
12/28/2015,10,51,,AM,C,3
12/28/2015,2,51,,PM,C,3
12/28/2015,6,51,,PM,C,2.5
12/28/2015,10,51,,PM,C,2.5
12/29/2015,2,51,,AM,C,2.5
12/29/2015,6,51,,AM,C,2
12/29/2015,10,51,,AM,C,2
12/29/2015,2,51,,PM,C,2
12/29/2015,6,51,,PM,C,2
12/29/2015,10,51,,PM,C,2
12/30/2015,2,51,,AM,C,2
12/30/2015,6,51,,AM,C,2
12/30/2015,10,51,,AM,C,2
12/30/2015,2,51,,PM,C,2
12/30/2015,6,51,,PM,C,2
12/30/2015,10,51,,PM,C,2
12/31/2015,2,51,,AM,C,2
12/31/2015,6,51,,AM,C,2
12/31/2015,10,51,,AM,C,2
12/31/2015,2,51,,PM,C,2.5
12/31/2015,6,51,,PM,C,2.5
12/31/2015,10,51,,PM,C,2.5
1/1/2016,2,51,,AM,C,2.5
1/1/2016,6,51,,AM,C,2.5
1/1/2016,10,51,,AM,C,2.5
1/1/2016,2,51,,PM,C,2.5
1/1/2016,6,51,,PM,C,2.5
1/1/2016,10,51,,PM,C,2.5
1/2/2016,2,51,,AM,C,2.5
1/2/2016,6,51,,AM,C,2.5
1/2/2016,10,51,,AM,C,2
1/2/2016,2,51,,PM,C,2
1/2/2016,6,51,,PM,C,2
1/2/2016,10,51,,PM,C,2
1/3/2016,2,51,,AM,C,2
1/3/2016,6,51,,AM,C,2
1/3/2016,10,51,,AM,C,2
1/3/2016,2,51,,PM,C,2
1/3/2016,6,51,,PM,C,2
1/3/2016,10,51,,PM,C,2
1/4/2016,2,51,,AM,C,2
1/4/2016,6,51,,AM,C,2
1/4/2016,10,51,,AM,C,2
1/4/2016,2,51,,PM,C,2
1/4/2016,6,51,,PM,C,2
1/4/2016,10,51,,PM,C,2
1/5/2016,2,51,,AM,C,2
1/5/2016,6,51,,AM,C,1.5
1/5/2016,10,51,,AM,C,1.5
1/5/2016,2,51,,PM,C,1.5
1/5/2016,6,51,,PM,C,1.5
1/5/2016,10,51,,PM,C,1.5
1/6/2016,2,51,,AM,C,1.5
1/6/2016,6,51,,AM,C,1.5
1/6/2016,10,51,,AM,C,1
1/6/2016,2,51,,PM,C,1
1/6/2016,6,51,,PM,C,1
1/6/2016,10,51,,PM,C,1
1/7/2016,2,51,,AM,C,1
1/7/2016,6,51,,AM,C,1
1/7/2016,10,51,,AM,C,1
1/7/2016,2,51,,PM,C,1
1/7/2016,6,51,,PM,C,1
1/7/2016,10,51,,PM,C,1
1/8/2016,2,51,,AM,C,1
1/8/2016,6,51,,AM,C,1
1/8/2016,10,51,,AM,C,1
1/8/2016,2,51,,PM,C,1
1/8/2016,6,51,,PM,C,1
1/8/2016,10,51,,PM,C,1
1/9/2016,2,51,,AM,C,1
1/9/2016,6,51,,AM,C,1
1/9/2016,10,51,,AM,C,1
1/9/2016,2,51,,PM,C,1
1/9/2016,6,51,,PM,C,1
1/9/2016,10,51,,PM,C,1
1/10/2016,2,51,,AM,C,1
1/10/2016,6,51,,AM,C,1
1/10/2016,10,51,,AM,C,1
1/10/2016,2,51,,PM,C,2
1/10/2016,6,51,,PM,C,3
1/10/2016,10,51,,PM,C,2.5
1/11/2016,2,51,,AM,C,2
1/11/2016,6,51,,AM,C,1.5
1/11/2016,10,51,,AM,C,1.5
1/11/2016,2,51,,PM,C,1
1/11/2016,6,51,,PM,C,1
1/11/2016,10,51,,PM,C,1
1/12/2016,2,51,,AM,C,1
1/12/2016,6,51,,AM,C,1
1/12/2016,10,51,,AM,C,1
1/12/2016,2,51,,PM,C,0.5
1/12/2016,6,51,,PM,C,0.5
1/12/2016,10,51,,PM,C,0.5
1/13/2016,2,51,,AM,C,0.5
1/13/2016,6,51,,AM,C,0.5
1/13/2016,10,51,,AM,C,0.5
1/13/2016,2,51,,PM,C,0.5
1/13/2016,6,51,,PM,C,0.5
1/13/2016,10,51,,PM,C,0.5
1/14/2016,2,51,,AM,C,0.5
1/14/2016,6,51,,AM,C,0.5
1/14/2016,10,51,,AM,C,0.5
1/14/2016,2,51,,PM,C,0.5
1/14/2016,6,51,,PM,C,0.5
1/14/2016,10,51,,PM,C,0.5
1/15/2016,2,51,,AM,C,0.5
1/15/2016,6,51,,AM,C,0.5
1/15/2016,10,51,,AM,C,0.5
1/15/2016,2,51,,PM,C,0.5
1/15/2016,6,51,,PM,C,0.5
1/15/2016,10,51,,PM,C,0.5
1/16/2016,2,51,,AM,C,0.5
1/16/2016,6,51,,AM,C,0.5
1/16/2016,10,51,,AM,C,0.5
1/16/2016,2,51,,PM,C,0.5
1/16/2016,6,51,,PM,C,0.5
1/16/2016,10,51,,PM,C,0.5
1/17/2016,2,51,,AM,C,0.5
1/17/2016,6,51,,AM,C,0.5
1/17/2016,10,51,,AM,C,0.5
1/17/2016,2,51,,PM,C,0.5
1/17/2016,6,51,,PM,C,0.5
1/17/2016,10,51,,PM,C,0.5
1/18/2016,2,51,,AM,C,0.5
1/18/2016,6,51,,AM,C,0.5
1/18/2016,10,51,,AM,C,0.5
1/18/2016,2,51,,PM,C,0.5
1/18/2016,6,51,,PM,C,0.5
1/18/2016,10,51,,PM,C,0.5
1/19/2016,2,51,,AM,C,0.5
1/19/2016,6,51,,AM,C,0.5
1/19/2016,10,51,,AM,C,0.5
1/19/2016,2,51,,PM,C,0.5
1/19/2016,6,51,,PM,C,0.5
1/19/2016,10,51,,PM,C,0.5
1/20/2016,2,51,,AM,C,0.5
1/20/2016,6,51,,AM,C,0.5
1/20/2016,10,51,,AM,C,0.5
1/20/2016,2,51,,PM,C,0.5
1/20/2016,6,51,,PM,C,0.5
1/20/2016,10,51,,PM,C,0.5
1/21/2016,2,51,,AM,C,0.5
1/21/2016,6,51,,AM,C,0.5
1/21/2016,10,51,,AM,C,0
1/21/2016,2,51,,PM,C,0.5
1/21/2016,6,51,,PM,C,0.5
1/21/2016,10,51,,PM,C,0.5
1/22/2016,2,51,,AM,C,0
1/22/2016,6,51,,AM,C,0
1/22/2016,10,51,,AM,C,0
1/22/2016,2,51,,PM,C,0
1/22/2016,6,51,,PM,C,0
1/22/2016,10,51,,PM,C,0
1/23/2016,2,51,,AM,C,0
1/23/2016,6,51,,AM,C,0
1/23/2016,10,51,,AM,C,0
1/23/2016,2,51,,PM,C,0
1/23/2016,6,51,,PM,C,0
1/23/2016,10,51,,PM,C,0
1/24/2016,2,51,,AM,C,0
1/24/2016,6,51,,AM,C,0
1/24/2016,10,51,,AM,C,0
1/24/2016,2,51,,PM,C,0
1/24/2016,6,51,,PM,C,0
